"Variable","Valor_normalizado"
"APROBACIÓN_MEDIA",0.648219178082192
"REPROBACIÓN",0.382978723404255
"REPROBACIÓN_PRIMARIA",0.213438735177866
"REPROBACIÓN_SECUNDARIA",0.545378502718528
"REPROBACIÓN_MEDIA",0.2992
"REPITENCIA",0.578947368421053
"REPITENCIA_TRANSICIÓN",0.665306122448979
"REPITENCIA_PRIMARIA",0.702213279678068
"REPITENCIA_SECUNDARIA",0.444444444444444
"REPITENCIA_MEDIA",0.703007518796993
"POBLACIÓN_5_16",0.463959272037993
"TASA_MATRICULACIÓN_5_16",0.342041234473044
"COBERTURA_NETA",0.315941588074232
"COBERTURA_NETA_TRANSICIÓN",0.557567567567568
"COBERTURA_NETA_PRIMARIA",0.378637908110504
"COBERTURA_NETA_SECUNDARIA",0.389888252929954
"COBERTURA_NETA_MEDIA",0.552815873942223
"COBERTURA_BRUTA",0.300634881115399
"COBERTURA_BRUTA_TRANSICIÓN",0.429014197160568
"COBERTURA_BRUTA_PRIMARIA",0.294647588765236
"COBERTURA_BRUTA_SECUNDARIA",0.303079747093616
"COBERTURA_BRUTA_MEDIA",0.46241610738255
"DESERCIÓN",0.780986762936221
"DESERCIÓN_TRANSICIÓN",0.495798319327731
"DESERCIÓN_PRIMARIA",0.693732193732194
"DESERCIÓN_SECUNDARIA",0.788732394366197
"DESERCIÓN_MEDIA",0.744378698224852
"APROBACIÓN",0.414442700156986
"APROBACIÓN_PRIMARIA",0.49434187016081
"APROBACIÓN_SECUNDARIA",0.461079827757536
"APROBACIÓN_MEDIA",0.433972602739726
"REPROBACIÓN",0.3125
"REPROBACIÓN_PRIMARIA",0.286166007905138
"REPROBACIÓN_SECUNDARIA",0.305729820158929
"REPROBACIÓN_MEDIA",0.3232
"REPITENCIA",0.578947368421053
"REPITENCIA_TRANSICIÓN",0.840816326530612
"REPITENCIA_PRIMARIA",0.47887323943662
"REPITENCIA_SECUNDARIA",0.64755838641189
"REPITENCIA_MEDIA",0.56203007518797
"POBLACIÓN_5_16",0.259277497601162
"TASA_MATRICULACIÓN_5_16",0.35907286464336
"COBERTURA_NETA",0.336477030727107
"COBERTURA_NETA_TRANSICIÓN",0.539189189189189
"COBERTURA_NETA_PRIMARIA",0.353375683261929
"COBERTURA_NETA_SECUNDARIA",0.411011174707005
"COBERTURA_NETA_MEDIA",0.547709366793113
"COBERTURA_BRUTA",0.312087638491224
"COBERTURA_BRUTA_TRANSICIÓN",0.416616676664667
"COBERTURA_BRUTA_PRIMARIA",0.305458399576047
"COBERTURA_BRUTA_SECUNDARIA",0.326228839486029
"COBERTURA_BRUTA_MEDIA",0.451869606903164
"DESERCIÓN",0.57280385078219
"DESERCIÓN_TRANSICIÓN",0.331932773109244
