"Fila","Mahalanobis"
1292,36.5502352220148
1293,44.7631377719521
1294,20.1056796643493
1295,18.2697281484639
1296,40.4233288293781
1297,31.3654201840527
1298,30.1763898695431
1299,27.1947317402556
1300,14.4234948745694
1301,30.7570280293978
1302,17.2130718184086
1303,113.885839807644
1304,25.9748302912797
1305,36.8001552474624
1306,30.9568025978347
1307,29.2389443215981
1308,18.3458070638014
1309,40.8750865274439
1310,49.5165531714422
1311,64.6162390526384
1312,36.279642302694
1313,68.1865594417797
1314,49.5826246232067
1315,36.6885107848339
1316,25.9533189501312
1317,67.0066498126232
1318,57.3295682250669
1319,34.1434007507995
1320,18.8693239376275
1321,17.9521519604903
1322,15.6686315560891
1323,30.0580988421628
1324,14.4098737328796
1325,39.6509657180086
1326,39.8097474537289
1327,21.2306262136442
1328,59.5482095108993
1329,41.5991219509947
1330,31.5065184050056
1331,23.445142349414
1332,53.3839881986499
1333,37.1397903149266
1334,41.4063555383053
1335,19.1316910855298
1336,37.3246165895573
1337,17.3729496503378
1338,29.42836055735
1339,38.7674259373689
1340,32.8773132238452
1341,30.3853776532752
1342,27.4082894907891
1343,63.9259972966394
1344,37.9884344393994
1345,29.6744235915071
1346,66.5379905372916
1347,41.9583312403103
1348,9.25589029184052
1349,23.1613347698313
1350,28.63300764819
1351,18.3188844795595
1352,19.1578288926714
1353,23.1680244823666
1354,9.38675090114679
1355,17.2549960225881
1356,23.1492672907633
1357,20.900209847185
1358,35.3848636878978
1359,30.980971159826
1360,17.386495509279
1361,28.5187255199979
1362,14.3692664596329
1363,15.8102641474178
1364,44.7549199289343
1365,19.5659668131409
1366,5.89991569018799
1367,20.342702634155
1368,29.531125503016
1369,17.8519189751776
1370,21.8766491426294
1371,17.7272341312647
1372,32.2813918437348
1373,47.7884520167464
1374,24.5548024408325
