"","POBLACIÓN_5_16","TASA_MATRICULACIÓN_5_16","COBERTURA_NETA","COBERTURA_NETA_TRANSICIÓN","COBERTURA_NETA_PRIMARIA","COBERTURA_NETA_SECUNDARIA","COBERTURA_NETA_MEDIA","COBERTURA_BRUTA","COBERTURA_BRUTA_TRANSICIÓN","COBERTURA_BRUTA_PRIMARIA","COBERTURA_BRUTA_SECUNDARIA","COBERTURA_BRUTA_MEDIA","DESERCIÓN","DESERCIÓN_TRANSICIÓN","DESERCIÓN_PRIMARIA","DESERCIÓN_SECUNDARIA","DESERCIÓN_MEDIA","APROBACIÓN","APROBACIÓN_PRIMARIA","APROBACIÓN_SECUNDARIA","APROBACIÓN_MEDIA","REPROBACIÓN","REPROBACIÓN_PRIMARIA","REPROBACIÓN_SECUNDARIA","REPROBACIÓN_MEDIA","REPITENCIA","REPITENCIA_TRANSICIÓN","REPITENCIA_PRIMARIA","REPITENCIA_SECUNDARIA","REPITENCIA_MEDIA"
"COBERTURA_BRUTA_SECUNDARIA",-3.3728888699144,0.0169515247156687,0.0160841444322481,0.00819073683752596,0.012490876683176,0.0183499588538867,0.0101362853633577,0.0222599860410772,0.0136325967791977,0.0154588448931609,0.0328195852084002,0.0228934398728498,7.74750969604399e-05,0.000258030020684457,1.6022777959387e-05,2.45953699022502e-05,5.46504838286894e-05,-0.000226112949075938,9.93264216982182e-05,-0.000321278548328595,-0.00038208004205993,0.000148724402545314,-0.000115308299294945,0.000296544103623853,0.000327378199113922,3.37201982675347e-06,-3.32125361144951e-06,-0.000113381901481866,5.46238075148429e-05,6.7910366235297e-05
"COBERTURA_BRUTA_MEDIA",-51.1398717521094,0.0116666290767425,0.0110566055521078,0.00627242890131362,0.00693121206718266,0.0157460985850344,0.0163924058430278,0.0159135359162408,0.00785923215372166,0.00440432011088729,0.0228934398728498,0.0350644908423801,-0.000343013585077724,-0.000140406808877835,-0.00037179760240878,-0.000538856321366195,-0.000234393376340371,-6.6962650021815e-05,0.00036973008380108,-0.000252981074155877,-0.000306692921117663,0.000409864040626627,2.18245451561609e-06,0.000791700493305099,0.00054107211705486,0.000228642925160754,1.76132581191722e-05,0.000129009371218576,0.000427366505773208,0.000193997687209513
"DESERCIÓN",8.87337582285937,0.000150596270976217,0.000126747037027254,0.000131931047235883,0.000173315325369721,-0.000168357781885813,-0.000382163509037022,0.000203264226691143,0.000234857644774225,0.000508062402601188,7.74750969604399e-05,-0.000343013585077724,0.000255327004959946,0.00020526831625392,0.000212870212396503,0.000346804531793515,0.000192539862859929,-0.000331838917885922,-0.000299691883326194,-0.000438818847504064,-0.00025254141567182,7.65216487356113e-05,8.68373383951699e-05,9.2005457401108e-05,6.00015198483306e-05,1.60232191830584e-05,3.01337316934246e-06,2.54842113693811e-05,1.00920380460251e-05,6.58090725721964e-06
"DESERCIÓN_TRANSICIÓN",7.27918211565524,0.00018242441095925,0.000172114958529248,2.75341721773063e-05,0.000207492188985359,-5.66248717073604e-05,-0.000311342006622522,0.000279072811566752,0.000339592871515468,0.000450481460609751,0.000258030020684457,-0.000140406808877835,0.00020526831625392,0.000459613404935037,0.000184026732684571,0.000215661072101166,0.000107383162814285,-0.000265070745786418,-0.000250288591855228,-0.000287096995809341,-0.00016321651110859,5.98087552566621e-05,6.62769743577818e-05,7.14178339742633e-05,5.5820191024931e-05,-1.98123929238337e-05,1.24821719897057e-06,-9.68001654186878e-06,-3.87051469664761e-05,-8.35191896173797e-06
"DESERCIÓN_PRIMARIA",10.4943499765892,0.000150082769131074,0.000125214366818467,0.000113710229608708,0.000159320898210794,-0.000259648012988147,-0.000426058366345797,0.000229206258216016,0.000303031342492341,0.000614537769494336,1.6022777959387e-05,-0.00037179760240878,0.000212870212396503,0.000184026732684571,0.000237450935552224,0.000224253368740749,0.00011889144766031,-0.000263211953660059,-0.000305812829157437,-0.000273354263460953,-0.000162265105633069,5.03394438404823e-05,6.83750264061213e-05,4.90954919745697e-05,4.33667677543474e-05,4.59794757567881e-06,2.35596523628437e-06,1.91764648717351e-05,-1.1299083551596e-05,1.08328160281207e-06
"DESERCIÓN_SECUNDARIA",9.42168935554786,0.000169021640242467,0.000134764000008038,0.000183172544214724,0.000252084845293435,-0.000210762211326929,-0.000490952201631236,0.000189920547455283,0.000203826827827532,0.000601385300600424,2.45953699022502e-05,-0.000538856321366195,0.000346804531793515,0.000215661072101166,0.000224253368740749,0.000576485405392645,0.000260554351802999,-0.000469029141334398,-0.000356485220760496,-0.000734904205199785,-0.000343118095417729,0.000122249115513163,0.000132255208335073,0.000158405657670679,8.25729456192941e-05,3.60702261255319e-05,5.38457455187514e-06,4.41411099474944e-05,4.12357876684241e-05,9.18213403295482e-06
"DESERCIÓN_MEDIA",5.33119711349588,8.07877400038066e-05,7.08645921577769e-05,8.3455615517104e-05,0.000133401154910007,-8.70362990667647e-05,-0.000263131086213356,0.000114718803948947,0.000143242871306719,0.000291938314312363,5.46504838286894e-05,-0.000234393376340371,0.000192539862859929,0.000107383162814285,0.00011889144766031,0.000260554351802999,0.000349641719219697,-0.000231503252438087,-0.000162542715858414,-0.00030358417935631,-0.000397134471913862,3.89735828271406e-05,4.36576640118778e-05,4.30238689696704e-05,4.74966758167516e-05,5.9714363808584e-06,1.30335510653479e-06,1.13599057708511e-05,-4.50895729181729e-06,1.76689196952067e-05
"APROBACIÓN",-1.88853703749894,-0.000382097133911607,-0.000259820093803458,-0.000513172455379875,-0.000426306028278772,-0.000235770736572993,0.000180753793067484,-0.00019993058887297,-0.000210396899503241,-0.000218190149749662,-0.000226112949075938,-6.6962650021815e-05,-0.000331838917885922,-0.000265070745786418,-0.000263211953660059,-0.000469029141334398,-0.000231503252438087,0.00136872620928416,0.00110823503079414,0.00206371344605579,0.000963691211867178,-0.00103690311282347,-0.000845044726315669,-0.00159467629472791,-0.000732209725671084,-0.000156000766479069,1.98513311102708e-07,-0.000171816137009516,-0.000198884785700958,-5.51443421560795e-05
"APROBACIÓN_PRIMARIA",-6.70497390270245,-0.000308001254631782,-0.000184385118275435,-0.000337947438844249,-0.00038900892490768,0.000257351374584229,0.000596004727886551,-0.000223029305794793,-0.000318796930409359,-0.00068080826761275,9.93264216982182e-05,0.00036973008380108,-0.000299691883326194,-0.000250288591855228,-0.000305812829157437,-0.000356485220760496,-0.000162542715858414,0.00110823503079414,0.0011700648121859,0.00138494249282665,0.000635585581066941,-0.000808556134311781,-0.000864294977323261,-0.00102845722638102,-0.000473047056966068,-0.000109695708354465,-1.34742060780897e-07,-0.000163208246942729,-9.38512841067035e-05,-2.2771926901991e-05
"APROBACIÓN_SECUNDARIA",4.38732592418988,-0.000508745198133311,-0.000328719398280988,-0.000884243875679282,-0.000608061152010156,-0.00061502912724835,-7.45903842840581e-05,-0.000117125893931641,-0.000218026260857175,0.00013353287215576,-0.000321278548328595,-0.000252981074155877,-0.000438818847504064,-0.000287096995809341,-0.000273354263460953,-0.000734904205199785,-0.00030358417935631,0.00206371344605579,0.00138494249282665,0.00352515974668213,0.00142918444766858,-0.00162492064537441,-0.00111159527559897,-0.00279023705251601,-0.00112564366611396,-0.000262231006600126,1.71192362249097e-07,-0.000248680187672857,-0.000385840718176578,-9.55103021873037e-05
"APROBACIÓN_MEDIA",-5.25523854521181,-0.000397504014386334,-0.000324987828167539,-0.000492299322647248,-0.000496926344673471,-0.000360826755836554,-4.15648045726174e-06,-0.000301055027576284,-0.000399046617204418,-0.000214378173241964,-0.00038208004205993,-0.000306692921117663,-0.00025254141567182,-0.00016321651110859,-0.000162265105633069,-0.000343118095417729,-0.000397134471913862,0.000963691211867178,0.000635585581066941,0.00142918444766858,0.00135586105307031,-0.000711155895116241,-0.0004733142434203,-0.00108606910002206,-0.0009587597208168,-9.44746713293186e-05,-1.62176292386417e-06,-9.18596895126932e-05,-0.000122140818692378,-7.25179201652228e-05
"REPROBACIÓN",-6.98556881833733,0.000231457921806339,0.000133000624020003,0.000381109555765275,0.000252920253203941,0.000404060013969773,0.000201297821028334,-3.35397974849188e-06,-2.45359466287792e-05,-0.000289925160695896,0.000148724402545314,0.000409864040626627,7.65216487356113e-05,5.98087552566621e-05,5.03394438404823e-05,0.000122249115513163,3.89735828271406e-05,-0.00103690311282347,-0.000808556134311781,-0.00162492064537441,-0.000711155895116241,0.000960389801701251,0.000758222613102565,0.00150267239005208,0.000672204149225878,0.000139970617173437,-3.21107653366086e-06,0.000146318943414908,0.000188789368607462,4.8566790429135e-05
"REPROBACIÓN_PRIMARIA",-3.79113092942723,0.000157933529016026,5.92033410911102e-05,0.000224228284649762,0.000229737446342423,2.28066237630273e-06,-0.00016996412566069,-6.08898721701198e-06,1.58484396415516e-05,6.63869542589917e-05,-0.000115308299294945,2.18245451561609e-06,8.68373383951699e-05,6.62769743577818e-05,6.83750264061213e-05,0.000132255208335073,4.36576640118778e-05,-0.000845044726315669,-0.000864294977323261,-0.00111159527559897,-0.0004733142434203,0.000758222613102565,0.000795951607719034,0.000979345384762814,0.000429667621410762,0.0001051040235385,-2.22145470977185e-06,0.000144042724933714,0.000105156739594347,2.16889391142954e-05
"REPROBACIÓN_SECUNDARIA",-13.8096699535353,0.000339656177295668,0.000193836881007718,0.000701045001202158,0.000355831213383045,0.000825746054087131,0.00056550363785368,-7.29447158450698e-05,1.41997976101672e-05,-0.000735112442694199,0.000296544103623853,0.000791700493305099,9.2005457401108e-05,7.14178339742633e-05,4.90954919745697e-05,0.000158405657670679,4.30238689696704e-05,-0.00159467629472791,-0.00102845722638102,-0.00279023705251601,-0.00108606910002206,0.00150267239005208,0.000979345384762814,0.00263182794844384,0.00104307942086681,0.000226196305409993,-5.55340928871486e-06,0.000204576970767305,0.000344652434303282,8.63410991983037e-05
"REPROBACIÓN_MEDIA",-0.0749382438408258,0.00031659160722428,0.000254060492120108,0.000408737971433896,0.000363407812818464,0.000447889487003074,0.000267410339133867,0.000186222215480442,0.000255747997094765,-7.77734598843197e-05,0.000327378199113922,0.00054107211705486,6.00015198483306e-05,5.5820191024931e-05,4.33667677543474e-05,8.25729456192941e-05,4.74966758167516e-05,-0.000732209725671084,-0.000473047056966068,-0.00112564366611396,-0.0009587597208168,0.000672204149225878,0.000429667621410762,0.00104307942086681,0.000911294236535886,8.85242631995295e-05,3.22882076199429e-07,8.05170222256073e-05,0.000126682146173543,5.48711285815321e-05
"REPITENCIA",-2.20600428672191,9.57852414394902e-05,-4.00014497263362e-06,0.000219115990637291,-6.79921201084432e-05,0.00027148246603269,0.000335915423330984,-0.000157072717951363,-3.2468127440945e-05,-0.000476114450356562,3.37201982675347e-06,0.000228642925160754,1.60232191830584e-05,-1.98123929238337e-05,4.59794757567881e-06,3.60702261255319e-05,5.9714363808584e-06,-0.000156000766479069,-0.000109695708354465,-0.000262231006600126,-9.44746713293186e-05,0.000139970617173437,0.0001051040235385,0.000226196305409993,8.85242631995295e-05,0.000485842902700568,4.3226427616926e-05,0.000464779856740276,0.000699542191828633,0.000198027494122457
"REPITENCIA_TRANSICIÓN",2.16672272576508,2.45796106646144e-05,1.1132538416193e-05,-2.51045823407367e-05,2.12955272964051e-06,-1.83727266899336e-06,4.7623512981787e-06,1.62823381384285e-05,7.09261691536892e-05,1.96253946797417e-05,-3.32125361144951e-06,1.76132581191722e-05,3.01337316934246e-06,1.24821719897057e-06,2.35596523628437e-06,5.38457455187514e-06,1.30335510653479e-06,1.98513311102708e-07,-1.34742060780897e-07,1.71192362249097e-07,-1.62176292386417e-06,-3.21107653366086e-06,-2.22145470977185e-06,-5.55340928871486e-06,3.22882076199429e-07,4.3226427616926e-05,3.15196067424805e-05,4.2526453637545e-05,5.57014509183498e-05,1.67190730173968e-05
"REPITENCIA_PRIMARIA",-0.80241212283968,7.06746583330556e-05,-2.44682863575995e-05,0.000197446558934275,-6.22356060988323e-05,0.000108599895583916,0.000213043330128098,-0.000153921584330209,-1.59650380820001e-05,-0.000343088951007507,-0.000113381901481866,0.000129009371218576,2.54842113693811e-05,-9.68001654186878e-06,1.91764648717351e-05,4.41411099474944e-05,1.13599057708511e-05,-0.000171816137009516,-0.000163208246942729,-0.000248680187672857,-9.18596895126932e-05,0.000146318943414908,0.000144042724933714,0.000204576970767305,8.05170222256073e-05,0.000464779856740276,4.2526453637545e-05,0.00053433264603257,0.000568300820809909,0.000159095444274133
